Year,Month,HK_NOx_conc,HK_PM10_conc,HK_SO2_conc,Temp_c,RH_c,Rainfall_c,Pressure_c,stratum,fav_share,HK_NOx_emis,HK_PM10_emis,HK_SO2_emis,PRD_NOx_emis,PRD_PM10_emis,PRD_SO2_emis,ln_HK_NOx_conc,ln_HK_PM10_conc,ln_HK_SO2_conc,ln_HK_NOx_emis,ln_HK_PM10_emis,ln_HK_SO2_emis,ln_PRD_NOx_emis,ln_PRD_PM10_emis,ln_PRD_SO2_emis,stratum_with_baseline
2001,1,119.5,54.0,11.0,-6.42331790230077,-0.021417305939962716,-151.94275362318842,4.622635573534353,Favorable,0.6,9569.377265112318,682.5026920631427,7091.015383512656,46871.92,44803.170999999995,43462.35,4.783316371371566,3.9889840465642745,2.3978952727983707,9.166323410763642,6.525766471466197,8.866583822743564,10.755174054447268,10.710034197148202,10.679650325059082,Favorable
2001,2,142.25,54.5,15.0,-6.1064976258030725,0.4428684083457455,-188.3927536231884,4.085308384594214,Favorable,0.5,9064.964092021251,678.9098813696291,6758.422542193574,43572.054,42361.036,41352.989,4.95758607300644,3.9982007016691985,2.70805020110221,9.112172162014117,6.52048839617241,8.818544790059741,10.682171260529577,10.653984256451213,10.62989998320818,Favorable
2001,3,112.5,64.0,13.0,-3.155575966816901,-0.9569011769077065,-142.5427536231884,2.0774742832117,Favorable,0.4666666666666667,10126.19734071369,731.0279970177805,7547.0773239777645,50315.73,49840.815,47690.433,4.722953221644475,4.1588830833596715,2.5649493574615367,9.222881140856023,6.594451758630294,8.928915657889963,10.826073030858032,10.816589505655084,10.772486090722639,Favorable
2001,4,105.0,41.0,10.25,-1.3436404829459292,7.311916027393366,-66.3427536231884,-0.8656439963581306,Unfavorable,0.26666666666666666,9920.790476439755,722.424041781857,7622.542189608777,48827.509,48451.595,48519.422,4.653960350157523,3.713572066704308,2.327277705584417,9.202387882229203,6.582612281977922,8.938865213725252,10.79604914203339,10.788320537313679,10.789719450373676,Unfavorable
2001,5,102.0,43.0,15.0,2.983133710602459,4.301163339221333,-37.492753623188406,-5.280590232917348,Unfavorable,0.03333333333333333,10154.620053552837,744.903128076659,7644.809674033981,50469.871,49210.893,47853.787,4.624972813284271,3.7612001156935624,2.70805020110221,9.225684058597928,6.613254180497697,8.941782222570463,10.829131823357196,10.803870280413522,10.77590553690514,Unfavorable
2001,6,102.0,22.25,14.5,3.8863595170540712,7.0452493607267,884.0072463768116,-7.268977329691552,Unfavorable,0.0,10181.545474252474,756.4400590173664,7539.181005437437,50662.208999999995,48768.141,47815.34,4.624972813284271,3.1023420086122493,2.6741486494265287,9.228332093341395,6.628623295478961,8.927868835133916,10.832935527026656,10.794832530282296,10.77510178749767,Unfavorable
2001,7,96.5,28.0,13.0,4.421843388021813,5.591485919866486,456.8072463768116,-8.851557974852767,Unfavorable,0.06666666666666667,10549.496905186235,775.5408417485253,8073.893373618079,52762.499,48464.469000000005,50381.149,4.56954300834494,3.332204510175204,2.5649493574615367,9.26383345105496,6.65356064628274,8.996391095184748,10.873555971137899,10.788586210506427,10.827372356315847,Unfavorable
2001,8,105.5,34.0,14.0,5.463778871892778,1.881808500511653,119.3072463768116,-7.387041845820477,Unfavorable,0.1,10604.35591139819,775.4951046050902,8110.67439034236,53176.422,50195.75,50483.746999999996,4.658710952916121,3.5263605246161616,2.6390573296152584,9.269020130727045,6.653501670030699,9.000936299058203,10.881370381600865,10.823685640741264,10.829406721877175,Unfavorable
2001,9,108.5,55.75,13.75,4.406359517054071,-2.5880839726066256,363.70724637681167,-5.392310663024887,Unfavorable,0.2,10925.791268959192,802.5909265264836,8134.445986420205,55383.123999999996,52542.929,51624.636999999995,4.686750172980514,4.020877410340228,2.6210388241125804,9.298881444705742,6.687845152668594,9.003862914865739,10.922030205390364,10.869385809687191,10.851754298761616,Unfavorable
2001,10,75.5,56.0,8.0,2.3734562912476207,-5.376256015617386,-188.6427536231884,1.8355387993407248,Unfavorable,0.16666666666666666,11018.589926313181,814.2461009358152,7893.0319321025,56219.516,54430.568999999996,51120.022,4.324132656254979,4.02535169073515,2.0794415416798357,9.307339118649908,6.702262655610417,8.973735615323239,10.937019235387535,10.904681205167469,10.841931519411261,Unfavorable
2001,11,117.0,70.75,15.75,-2.2369738162792636,-13.121417305939957,-195.2427536231884,5.7610226703085345,Favorable,0.4,11283.843829142905,825.397338939423,7963.970673191688,58011.344,56847.991,52649.734000000004,4.762173934797756,4.259152536523347,2.7568403652716422,9.331127231999783,6.715864893348447,8.98268298275537,10.968393856610964,10.94813615994388,10.87141646531764,Favorable
2001,12,126.0,55.0,12.0,-5.458801773268512,-5.7310947252947955,-154.9927536231884,9.187151702566553,Favorable,0.7666666666666667,11760.42745690792,860.5218879182241,8260.935525560943,61153.454999999994,61352.246,56638.183,4.836281906951478,4.007333185232471,2.4849066497880004,9.372495569168555,6.7575390516072655,9.019293119854764,11.02114163992806,11.024387059085894,10.944438648050774,Favorable
2002,1,154.0,66.0,18.0,-6.4200920958491565,-2.4730302091657705,-174.5927536231884,7.683925896115056,Favorable,0.5333333333333333,9537.45390714349,680.8445743235884,6839.082301990494,51188.047,49940.075000000004,50026.105,5.0369526024136295,4.189654742026425,2.8903717578961645,9.162981842778255,6.523334048564151,8.830408835239824,10.843261326741015,10.818579065634799,10.820300248163498,Favorable
2002,2,130.5,56.5,11.0,-5.520783340088787,-0.5928458773685321,-194.8927536231884,7.82102267030848,Favorable,0.5333333333333333,9198.108224830454,658.6258281112607,6822.7568084406275,48300.276999999995,39815.364,47186.647,4.871373226762748,4.034240638152395,2.3978952727983707,9.12675311415703,6.490155585862135,8.82801889327248,10.785192574613866,10.592008146932814,10.7618662290068,Favorable
2002,3,121.0,48.0,10.5,-2.2329953216556078,2.623743984382614,39.507246376811594,2.819409767082675,Unfavorable,0.23333333333333334,9726.356415706074,701.1099012238573,6857.194878384537,52415.942,47297.259999999995,49906.897,4.795790545596741,3.871201010907891,2.3513752571634776,9.182594635954034,6.5526646525263486,8.833053727237017,10.866966060679772,10.764207644683733,10.817914488621465,Unfavorable
2002,4,107.5,36.25,12.0,0.8830261837207374,3.945249360726706,-186.8927536231884,0.2010226703085891,Unfavorable,0.06666666666666667,9947.258104269302,710.2846045161277,7578.912505449944,53472.975999999995,48501.982,54812.671,4.677490847567717,3.590439381300684,2.4849066497880004,9.205052224766842,6.565665741147056,8.933124999405763,10.886931683771932,10.789359942069964,10.911676668836012,Unfavorable
2002,5,67.0,31.5,9.5,3.318617581570198,2.914066565027781,76.20724637681158,-3.8225257167882774,Unfavorable,0.03333333333333333,10418.01948072918,743.0515368149789,7882.768327749938,56705.968,50553.320999999996,56536.946,4.204692619390966,3.449987545831587,2.2512917986064953,9.25129222821404,6.610765405454885,8.97243443178496,10.94563473990877,10.83078391962002,10.942649614931987,Unfavorable
2002,6,51.5,21.5,10.75,5.109692850387404,1.9785826940600373,38.257246376811594,-6.402310663024878,Unfavorable,0.03333333333333333,10705.21024355155,761.0095872074945,8204.984493769209,58573.68,51660.322,58949.807,3.9415818076696905,3.068052935133617,2.3749057545736716,9.278485840583523,6.634645955952493,9.012497113671,10.978040727910807,10.852445299692736,10.984441631999173,Unfavorable
2002,7,88.0,28.5,15.0,5.170230484796004,4.075356887608422,121.3072463768116,-9.99026765227211,Unfavorable,0.1,10527.250754325807,756.3774964164622,7896.246799255931,57410.825,48171.186,56409.287000000004,4.477336814478207,3.349904087274605,2.70805020110221,9.261722484080275,6.6285405854380635,8.974142836862939,10.95798815337719,10.782516320454658,10.940389087051233,Unfavorable
2002,8,76.0,28.0,15.0,4.728295000925041,3.5592278553503576,166.5072463768116,-7.690267652272155,Unfavorable,0.1,10367.629823206882,749.1304033513686,7589.937831442601,56483.676,47709.244,54434.288,4.330733340286331,3.332204510175204,2.70805020110221,9.246443714174461,6.618913071635859,8.934578679505353,10.941706955035023,10.77288045264996,10.90474952840977,Unfavorable
2002,9,81.0,36.0,10.5,3.4430261837207397,2.1452493607267087,523.4072463768116,-3.312310663024846,Unfavorable,0.13333333333333333,10734.285478171018,775.482825335201,7756.351078352652,59139.759000000005,51493.197,56024.684,4.394449154672439,3.58351893845611,2.3513752571634776,9.281198148076335,6.653485835801659,8.956267280726523,10.987658718322075,10.849204980838861,10.933547658314087,Unfavorable
2002,10,99.0,40.0,12.5,1.441198226731487,-0.5052882736818987,-0.4927536231884062,1.1645710574052828,Favorable,0.3,10562.242543502627,777.4907547710853,7106.303026439966,58527.239,53146.681,53458.991,4.59511985013459,3.6888794541139363,2.5257286443082556,9.265040896788731,6.656071753013026,8.868737419415064,10.977247548782387,10.880810935912459,10.886670115590366,Favorable
